"Part Number","Part Name","Rule Number","Title","Content"
"1","SUITS IN GENERAL JURISDICTION OF THE COURTS AND Res Judicata","2","","(3) Rules 20, 23, 24 and 25 of Order VII shall apply, so far as may be, to addresses for service filed under this rule. 1Rules 11, 12 and 13 added by the Law Reforms Ordinance, 1972 (12 of 1972) s.2 and Sch."
"1","SUITS IN GENERAL JURISDICTION OF THE COURTS AND Res Judicata","12","Consequences of failure to file address.","__ (1) Where a party fails to file an address for service as provided in the preceding rule, 1[the court may direct him to file such address and if he fails to do so after giving him opportunity to file the address] he shall be liable to have his defence, if any, struck out and to be placed in the same position as if he had not defended. (2) The Court may pass an order under sub rule (1) suo moto or on the application of any party."
"1","SUITS IN GENERAL JURISDICTION OF THE COURTS AND Res Judicata","13","List of legal representatives of defendant.","__ (1) In every suit of the nature referred to in rule 4, Order XXII, the written statement shall be accompanied by a statement giving__ (a) the names and addresses of the persons who, in the event of the death of the defendant, may be made a party as his legal representatives; (b) the name and address of the person, who in the event of the death of the defendant, shall intimate such fact to the Court, furnish the Court with the names, particulars and addresses of the legal representatives of the defendant and make an application for the legal representatives to be made a party. (2) A defendant may at any time__ (a) file in the Court an amended list of his presumptive legal representatives. (b) nominate another person, in the place of the person nominated under clause (b) of sub rule (1), for the purposes of that clause. (3) A nomination made under clause (b) of sub rule (1) shall, unless varied under clause (b) of sub rule (2), remain in force throughout the pendency of the suit and any proceedings arising therefrom, including appeal, revision or review.] ORDER IX APPEARANCE OF PARTIES AND CONSEQUENCE OF NON APPEARANCE"
"1","SUITS IN GENERAL JURISDICTION OF THE COURTS AND Res Judicata","1","Parties to appear on day fixed in summons for defendant to appear and answer.","On the day fixed in the summons for the defendant to appear and answer, the parties shall be in attendance at the Court house in person or by their respective pleaders, and the suit shall then be heard unless the hearing is adjourned to a future day fixed by the Court."
"1","SUITS IN GENERAL JURISDICTION OF THE COURTS AND Res Judicata","2","Dismissal of suit where summons not served in consequence of plaintiff’s failure to pay costs",". Where on the day so fixed it is found that the summons has not been served upon the defendant in consequence of the failure of the plaintiff to pay the court fee or postal charges (if any) chargeable for such service, the Court may make an order that the suit be dismissed: Provided that no such order shall be made although the summons has not been served upon the defendant, if on the day fixed for him to appear and answer he attends in person or by agent when he is allowed to appear by agent. 1Added by SRO 579(1)/2014, dated 18 06 2014"
"1","SUITS IN GENERAL JURISDICTION OF THE COURTS AND Res Judicata","3","Where neither party appears, suit to be dismissed.","Where neither party appears when the suit is called on for hearing, the Court may make an order that the suit be dismissed."
"1","SUITS IN GENERAL JURISDICTION OF THE COURTS AND Res Judicata","4","Plaintiff may bring fresh suit or Court may restore suit to file.","Where a suit is dismissed under rule 2 or rule 3, the plaintiff may (subject to the law of limitation) bring a fresh suit; or he may apply for an order to set the dismissal aside, and if he satisfies the Court that there was sufficient cause for his not paying the court fee and postal charges (if any) required within the time fixed before the issue of the summons, or for his non appearance, as the case may be, the Court shall make an order setting aside the dismissal and shall appoint a day for proceeding with the suit."
"1","SUITS IN GENERAL JURISDICTION OF THE COURTS AND Res Judicata","5","Dismissal of suit where plaintiff, after summons returned unserved, fails for three months to apply for fresh summons",".__ 1[(1) Where, after a summons has been issued to the defendant, or to one of several defendants, and returned unserved, the plaintiff fails, for a period of three months from the date of the return made to the Court by the officer ordinarily certifying to the Court returns made by the serving officers, to apply for the issue of a fresh summons the Court shall make an order that the suit be dismissed as against such defendant, unless the plaintiff has within the said period satisfied the Court that__ (a) he has failed after using his best endeavours to discover the residence of the defendant who has not been served, or (b) such defendant is avoiding service of process, or (c) there is any other sufficient cause for extending the time, in which case the Court may extend the time for making such application for such period as it thinks fit.] (2) In such case the plaintiff may (subject to the law of limitation) bring a fresh suit."
"1","SUITS IN GENERAL JURISDICTION OF THE COURTS AND Res Judicata","6","Procedure when only plaintiff appears.__","(1) Where the plaintiff appears and the defendant does not appear when the suit is called on for hearing, then__ (a) When summons duly served. if it is proved that the summons was duly served, the Court may proceed ex parte 2[and pass decree without recording evidence;] (b) When summons not duly served. if it is not proved that the summons was duly served, the Court shall direct a second summons to be issued and served on the defendant; (c) When summons served, but not in due time . if it is proved that the summons was served on the defendant, but not in sufficient time to enable him to appear and answer on the day fixed in the summons, the Court shall postpone the hearing of the suit to a future day to be fixed by the Court, and shall direct notice of such day to be given to the defendant. (2) Where it is owing to the plaintiff's default that the summons was not duly served or was not served in sufficient time, the Court shall order the plaintiff to pay the costs occasioned by the postponement."
"1","SUITS IN GENERAL JURISDICTION OF THE COURTS AND Res Judicata","7","Procedure where defendant appears on day of adjourned hearing and assigns good cause for previous non appearance.","Where the Court has adjourned the hearing of the suit ex parte , and the defendant, at or before such hearing, appears and assigns good cause for his previous non- 1Subs. by the Code of Civil Procedure (Amdt.) Act, 1920 (24 of 1920), s.2, for the original sub rule (1). 2Ins. by the Law Reforms Ordinance, 1972 (12 of 1972), s.2 and Sch."
"1","SUITS IN GENERAL JURISDICTION OF THE COURTS AND Res Judicata","8","Procedure where defendant only appears.","Where the defendant appears and the plaintiff does not appear when the suit is called on for hearing, the Court shall make an order that the suit be dismissed, unless the defendant admits the claim, or part thereof, in which case the Court shall pass a decree against the defendant upon such admission, and, where part only of the claim has been admitted, shall dismiss the suit so far as it relates to the remainder."
"1","SUITS IN GENERAL JURISDICTION OF THE COURTS AND Res Judicata","9","Decree against plaintiff by default bars fresh suit.","__ (1) Where a suit is wholly or partly dismissed under rule 8, the plaintiff shall be precluded from bringing a fresh suit in respect of the same cause of action. But he may apply for an order to set the dismissal aside, and if he satisfies the Court that there was sufficient cause for his non appearance when the suit was called on for hearing, the Court shall make an order setting aside the dismissal upon such terms as to costs or otherwise as it thinks fit, and shall appoint a day for proceeding with the suit. (2) No order shall be made under this rule unless notice of the application has been served on the opposite party. 1(3) The provisions of section 5 of the Limitation Act, 1908 (IX of 1908), shall apply to applications under sub rule (1)]."
"1","SUITS IN GENERAL JURISDICTION OF THE COURTS AND Res Judicata","10","Procedure in case of non attendance of one or more of several plaintiffs.","Where there are more plaintiffs than one, and one or more of them appear, and the others do not appear, the Court may, at the instance of the plaintiff or plaintiffs appearing, permit the suit to proceed in the same way as if all the plaintiffs had appeared, or make such order as it thinks fit."
"1","SUITS IN GENERAL JURISDICTION OF THE COURTS AND Res Judicata","11","Procedure in case of non attendance of one or more of several defendants.","Where there are more defendants than one, and one or more of them appear, and the others do not appear, the suit shall proceed, and the Court shall, at the time of pronouncing judgment, make such order as it thinks fit with respect to the defendants who do not appear."
"1","SUITS IN GENERAL JURISDICTION OF THE COURTS AND Res Judicata","12","Consequence of non attendance, without sufficient cause shown, of party ordered to appear in person",". Where a plaintiff or defendant, who has been ordered to appear in person, does not appear in person, or show sufficient cause to the satisfaction of the Court for failing so to appear, he shall be subject to all the provisions of the foregoing rules applicable to plaintiffs and defendants, respectively, who do not appear. Setting aside Decree Ex Parte"
"1","SUITS IN GENERAL JURISDICTION OF THE COURTS AND Res Judicata","13","Setting aside decree ex parte against defendant.__","(1)] In any case in which a decree is passed ex parte against a defendant, he may apply to the Court by which the decree was passed for an order to set it aside; and if he satisfies the Court that the summons was not duly served, or that he was prevented by any sufficient cause from appearing when the suit was called on for hearing, the Court shall make an order setting aside the decree as against him upon such terms as to costs, payment into Court or otherwise as it thinks fit, and shall appoint a day for proceeding with the suit: Provided that where the decree is of such a nature that it cannot be set aside as against such defendant only it may be set aside as against all or any of the other defendants also [:]3 3[Provided further that no decree passed ex parte shall be set aside merely on the ground of any irregularity in the service of summons, if the Court is satisfied, for reason to be recorded, that the defendant had knowledge of the date of hearing in sufficient time to appear on that date and answer the claim.] 1New sub rule (3) added by the Code of Civil Procedure (Amdt.) Ordinance, 1980 (10 of 1980), s."
"1","SUITS IN GENERAL JURISDICTION OF THE COURTS AND Res Judicata","14","","2Rule 13 re numbered as sub rule (1) of that rule by the Code of Civil Procedure (Amdt.) Ordinance, 1980 (10 of 1980), s."
"1","SUITS IN GENERAL JURISDICTION OF THE COURTS AND Res Judicata","14","","3Subs. and added by the Law Reforms Ordinance, 1972 (12 of 1972), s. 2 and Sch."
"1","SUITS IN GENERAL JURISDICTION OF THE COURTS AND Res Judicata","14","No decree to be set aside without notice to opposite party.","No decree shall be set aside on any such application as aforesaid unless notice thereof has been served on the opposite party. ____________ ORDER X EXAMINATION OF PARTIES BY THE COURT"
"1","SUITS IN GENERAL JURISDICTION OF THE COURTS AND Res Judicata","1","Ascertainment whether allegations in pleadings are admitted or denied.","At the first hearing of the suit the Court shall ascertain from each party or his pleader whether he admits or denies such allegations of fact as are made in the plaint or written statement (if any) of the opposite party, and as are not expressly or by necessary implication admitted or denied by the party against whom they are made. The Court shall record such admissions and denials. 2[1A. The Court may adopt any lawful procedure not inconsistent with the provisions of this Code to__ (i) Conduct preliminary proceedings and issue orders for expediting processing of the case; (ii) issue, with the consent of parties, commission to examine witnesses, admit documents and take other steps for the purpose of trial; (iii) adopt, with the consent of parties, any alternative method of dispute resolution including mediation, conciliation or any such other means.]"
"1","SUITS IN GENERAL JURISDICTION OF THE COURTS AND Res Judicata","2","Oral examination of party or companion of party.","At the first hearing of the suit, or at any subsequent hearing, any party appearing in person or present in Court, or any person able to answer any material questions relating to the suit by whom such party or his pleader is accompanied, 3[shall] be examined orally by the Court; and the Court may, if it thinks fit, put in the course of such examination questions suggested by either party."
"1","SUITS IN GENERAL JURISDICTION OF THE COURTS AND Res Judicata","3","Substance of examination to be written.","The substance of the examination shall be reduced to writing by the Judge, and shall form part of the record."
"1","SUITS IN GENERAL JURISDICTION OF THE COURTS AND Res Judicata","4","Consequence of refusal or inability of pleader to answer.","__ (1) Where the pleader of any party who appears by a pleader or any such person accompanying a pleader as is referred to in rule 2, refuses or is unable to answer any material question relating to the suit which the Court is of opinion that the party whom he represents ought to answer, and is likely to be able to answer if interrogated in person, the Court may postpone the hearing of the suit to a future day and direct that such party shall appear in person on such day. (2) If such party fails without lawful excuse to appear in person on the day so appointed, the Court may pronounce judgment against him, or make such order in relation to the suit as it thinks fit. _______ ORDER XI DISCOVERY AND INSPECTION"
"1","SUITS IN GENERAL JURISDICTION OF THE COURTS AND Res Judicata","1","Discovery by interrogatories.","In any suit the plaintiff or defendant by leave of the Court may deliver interrogatories in writing for the examination of the opposite parties or any one or more of such parties, and such interrogatories when delivered shall have a note at the foot thereof stating which of such interrogatories each of such persons is required to answer: Provided that no party shall deliver more than 3Sub rule (2) added by Ord. 10 of 1980, s."
"1","SUITS IN GENERAL JURISDICTION OF THE COURTS AND Res Judicata","14","","2Ins. by ord. 34 of 02, s.3. 3Subs. by Act XIV of 1994, s.11"
"1","SUITS IN GENERAL JURISDICTION OF THE COURTS AND Res Judicata","2","Particular interrogatories to be submitted",". On an application for leave to deliver interrogatories, the particular interrogatories proposed to be delivered shall be submitted to the Court. In deciding upon such application, the Court shall take into account any offer, which may be made by the party sought to be interrogated to deliver particulars, or to make admissions, or to produce documents relating to the matters in question, or any of them, and leave shall be given as to such only of the interrogatories submitted as the Court shall consider necessary either for disposing fairly of the suit or for saving costs."
"1","SUITS IN GENERAL JURISDICTION OF THE COURTS AND Res Judicata","3","Costs of interrogatories.","In adjusting the costs of the suit inquiry shall at the instance of any party be made into the propriety of exhibiting such interrogatories, and if it is the opinion of the taxing officer or of the Court, either with or without an application for inquiry, that such interrogatories have been exhibited unreasonably, vexatiously, or at improper length, the costs occasioned by the said interrogatories and the answers thereto shall be paid in any event by the party in fault."
"1","SUITS IN GENERAL JURISDICTION OF THE COURTS AND Res Judicata","4","Forms of interrogatories",". Interrogatories shall be in Form No.2 in Appendix C, with such variations as circumstances may require."
"1","SUITS IN GENERAL JURISDICTION OF THE COURTS AND Res Judicata","5","Corporations.","Where any party to a suit is a corporation or a body of persons, whether incorporated or not, empowered by law to sue or be sued, whether in its own name or in the name of any officer or other person, any opposite party may apply for an order allowing him to deliver interrogatories to any member or officer of such corporation or body, and an order may be made accordingly."
"1","SUITS IN GENERAL JURISDICTION OF THE COURTS AND Res Judicata","6","Objections to interrogatories by answer.","Any objection to answering any interrogatory on the ground that it is scandalous or irrelevant or not exhibited bona fide for the purpose of the suit, or that the matters inquired into are not sufficiently material at that stage, or on any other ground, may be taken in the affidavit in answer."
"1","SUITS IN GENERAL JURISDICTION OF THE COURTS AND Res Judicata","7","Setting aside and striking out interrogatories.","Any interrogatories may be set aside on the ground that they have been exhibited unreasonably or vexatiously, or struck out on the ground that they are prolix, oppressive, unnecessary or scandalous; and any application for this purpose may be made within seven days after service of the interrogatories."
"1","SUITS IN GENERAL JURISDICTION OF THE COURTS AND Res Judicata","8","Affidavit in answer, filing.","Interrogatories shall be answered by affidavit to be filed within ten days, or within such other time as the Court may allow."
"1","SUITS IN GENERAL JURISDICTION OF THE COURTS AND Res Judicata","9","Forms of affidavit in answer.","An affidavit in answer to interrogatories shall be in Form No.3 in Appendix C, with such variations as circumstances may require."
"1","SUITS IN GENERAL JURISDICTION OF THE COURTS AND Res Judicata","10","No exception to be taken.","No exception shall be taken to any affidavit in answer, but the sufficiency or otherwise of any such affidavit objected to as insufficient shall be determined by the Court."
"1","SUITS IN GENERAL JURISDICTION OF THE COURTS AND Res Judicata","11","Order to answer or answer further.","Where any person interrogated omits to answer, or answers insufficiently, the party interrogating may apply to the Court for an order requiring him to answer, or to answer further, as the case may be. And an order may be made requiring him to answer or answer further, either by affidavit or by viva voce examination, as the Court may direct."
"1","SUITS IN GENERAL JURISDICTION OF THE COURTS AND Res Judicata","12","Application for discovery of documents.","Any party may, without filing any affidavit, apply to the Court for an order directing any other party to any suit to make discovery on oath of the"
"1","SUITS IN GENERAL JURISDICTION OF THE COURTS AND Res Judicata","13","Affidavit of documents.","The affidavit to be made by a party against whom such order as is mentioned in the last preceding rule has been made, shall specify which (if any) of the documents therein mentioned he objects to produce, and it shall be in Form No.5 in Appendix C, with such variations as circumstances may require."
"1","SUITS IN GENERAL JURISDICTION OF THE COURTS AND Res Judicata","14","Production of documents.","It shall be lawful for the Court, at any time during the pendency of any suit, to order the production by any party thereto, upon oath, of such of the documents in his possession or power, relating to any matter in question in such suit, as the Court shall think right; and the Court may deal with such documents, when produced, in such manner as shall appear just."
"1","SUITS IN GENERAL JURISDICTION OF THE COURTS AND Res Judicata","15","Inspection of documents referred to in pleadings or affidavits.","Every party to a suit shall be entitled at any time to give notice to any other party, in whose pleadings or affidavits reference is made to any document, to produce such document for the inspection of the party giving such notice, or of his pleader, and to permit him or them to take copies thereof; and any party not complying with such notice shall not afterwards be at liberty to put any such document in evidence on his behalf in such suit unless he shall satisfy the Court that such document relates only to his own title, he being a defendant to the suit, or that he had some other cause or excuse which the Court shall deem sufficient for not complying with such notice, in which case the Court may allow the same to be put in evidence on such terms as to costs and otherwise as the Court shall think fit."
"1","SUITS IN GENERAL JURISDICTION OF THE COURTS AND Res Judicata","16","Notice to produce.","Notice to any party to produce any documents referred to in his pleading or affidavits shall be in Form No.7 in Appendix C, with such variations as circumstances may require."
"1","SUITS IN GENERAL JURISDICTION OF THE COURTS AND Res Judicata","17","Time for inspection when notice given.","The party to whom such notice is given shall, within ten days from the receipt of such notice, deliver to the party giving the same a notice stating a time within three days from the delivery thereof at which the documents, or such of them as he does not object to produce, may be inspected at the office of his pleader, or in the case of bankers' books or other books of account or books in constant use for the purposes of any trade or business, at their usual place of custody, and stating which (if any) of the documents he objects to produce, and on what ground. Such notice shall be in Form No.8 in Appendix C, with such variations as circumstances may require."
"1","SUITS IN GENERAL JURISDICTION OF THE COURTS AND Res Judicata","18","Order for inspection.","__ (1) Where the party served with notice under rule 15 omits to give such notice of a time for inspection or objects to give inspection, or offers inspection elsewhere than at the office of his pleader, the Court may, on the application of the party desiring it, make an order for inspection in such place and in such manner as it may think fit: Provided that the order shall not be made when and so far as the Court shall be of opinion that it is not necessary either for disposing fairly of the suit or for saving costs. (2) Any application to inspect documents, except such as are referred to in the pleadings, particulars or affidavits of the party against whom the application is made or disclosed in his affidavit of documents, shall be founded upon an affidavit showing of what documents inspection is sought, that the party applying is entitled to inspect them, and that they are in the possession or power of the other party. The Court shall not make such order for inspection of such documents when and so far as"
"1","SUITS IN GENERAL JURISDICTION OF THE COURTS AND Res Judicata","19","Verified copies.__","(1) Where inspection of any business books is applied for the Court may, if it thinks fit, instead of ordering inspection of the original books, order a copy of any entries therein to be furnished and verified by the affidavit of some person who has examined the copy with the original entries, and such affidavit shall state whether or not there are in the original book any and what erasures, interlineations or alterations: Provided that, notwithstanding that such copy has been supplied, the Court may order inspection of the book from which the copy was made. (2) Where on an application for an order for inspection privilege is claimed for any document, it shall be lawful for the Court to inspect the document for the purpose of deciding as to the validity of the claim of privilege. (3) The Court may, on the application of any party to a suit at any time, and whether an affidavit of documents shall or shall not have already been ordered or made, make an order requiring any other party to state by affidavit whether any one or more specific documents, to be specified in the application, is or are, or has or have at any time been, in his possession or power; and, if not then in his possession, when he parted with the same and what has become thereof. Such application shall be made on an affidavit stated that in the belief of the deponent the party against whom the application is made has, or has at some time had, in his possession or power the document or documents specified in the application, and that they relate to the matters in question in the suit, or to some of them."
"1","SUITS IN GENERAL JURISDICTION OF THE COURTS AND Res Judicata","20","Premature discovery.","Where the party from whom discovery of any kind or inspection is sought objects to the same, or any part thereof, the Court may, if satisfied that the right to the discovery or inspection sought depends on the determination of any issue or question in dispute in the suit, or that for any other reason it is desirable that any issue or question in dispute in the suit should be determined before deciding upon the right to the discovery or inspection, order that such issue or question be determined first, and reserve the question as to the discovery or inspection."
"1","SUITS IN GENERAL JURISDICTION OF THE COURTS AND Res Judicata","21","Non compliance with order for discovery.","Where any party fails to comply with any order to answer interrogatories, or for discovery or inspection of documents, he shall, if a plaintiff, be liable to have his suit dismissed for want of prosecution, and, if a defendant, to have his defence, if any, struck out, and to be placed in the same position as if he had not defended, and the party interrogating or seeking discovery or inspection may apply to the Court for an order to that effect, and an order may be made accordingly."
"1","SUITS IN GENERAL JURISDICTION OF THE COURTS AND Res Judicata","22","Using answers to interrogatories at trial.","Any party may, at the trial of a suit, use in evidence any one or more of the answers or any part of an answer of the opposite party to interrogatories without putting in the others or the whole of such answer: Provided always that in such case the Court may look at the whole of the answers, and if it shall be of opinion that any others of them are so connected with those put in that the last mentioned answers ought not to be used without them, it may direct them to be put in."
"1","SUITS IN GENERAL JURISDICTION OF THE COURTS AND Res Judicata","23","Order to apply to minors.","This order shall apply to minor plaintiffs and defendants, and to the next friends and guardians for the suit of persons under disability. _______"
"1","SUITS IN GENERAL JURISDICTION OF THE COURTS AND Res Judicata","1","Notice of admission of case.","Any party to a suit may give notice, by his pleading, or otherwise in writing, that he admits the truth of the whole or any part of the case of any other party."
"1","SUITS IN GENERAL JURISDICTION OF THE COURTS AND Res Judicata","2","Notice to admit documents.","Either party may call upon the other party to admit any document, saving all just exceptions; and in case of refusal or neglect to admit, after such notice, the costs of proving any such document shall be paid by the party so neglecting or refusing, whatever the result of the suit may be, unless the Court otherwise directs; and no costs of proving any document shall be allowed unless such notice is given, except where the omission to give the notice is, in the opinion of the Court, a saving of expense."
"1","SUITS IN GENERAL JURISDICTION OF THE COURTS AND Res Judicata","3","Form of notice.","A notice to admit documents shall be in Form No.9 in Appendix C, with such variations as circumstances may require."
"1","SUITS IN GENERAL JURISDICTION OF THE COURTS AND Res Judicata","4","Notice to admit facts.","Any party may, by notice in writing, at any time not later than nine days before the day fixed for the hearing, call on any other party to admit, for the purposes of the suit only, any specific fact or facts mentioned in such notice. And in case of refusal or neglect to admit the same within six days after service of such notice, or within such further time as may be allowed by the Court, the costs of proving such fact or facts shall be paid by the party so neglecting or refusing, whatever the result of the suit may be, unless the Court otherwise directs: Provided that any admission made in pursuance of such notice is to be deemed to be made only for the purposes of the particular suit, and not as an admission to be used against the party on any other occasion or in favour of any person other than the party giving the notice: Provided also that the Court may at any time allow any party to amend or withdraw any admission so made on such terms as may be just. 1[4A. Power of Court to record admission of documents and facts. __ Notwithstanding that no notice to admit documents or facts has been given under Rules 2 and 4 respectively, the Court may, at any stage of the proceedings before it, of its own motion, call upon any party to admit any document or fact and shall in such a case, record whether the party admits or refuses or neglects to admit such document or fact.]"
"1","SUITS IN GENERAL JURISDICTION OF THE COURTS AND Res Judicata","5","Forms of admission.","A notice to admit facts shall be in Form No.10 in Appendix C, and admissions of facts shall be in Form No.11 in Appendix C, with such variations as circumstances may require."
"1","SUITS IN GENERAL JURISDICTION OF THE COURTS AND Res Judicata","6","Judgment on admissions.","Any party may, at any stage of a suit, where admissions of fact have been made, either on the pleadings, or otherwise, apply to the Court for such judgment or order as upon such admissions he may be entitled to, without waiting for the determination of any other question between the parties: and the Court may upon such application make such order, or give such judgment, as the Court may think just."
"1","SUITS IN GENERAL JURISDICTION OF THE COURTS AND Res Judicata","7","Affidavit of signature.","An affidavit of the pleader or his clerk, of the due signature of any admissions made in pursuance of any notice to admit documents or facts, shall be sufficient evidence of such admissions, if evidence thereof is required. 1Added by No. 300 Rules/XI Y 26, dated 2nd October,"
"1","SUITS IN GENERAL JURISDICTION OF THE COURTS AND Res Judicata","2001","",""
"1","SUITS IN GENERAL JURISDICTION OF THE COURTS AND Res Judicata","8","Notice to produce documents.","Notice to produce documents shall be in Form No.12 in Appendix C, with such variations as circumstances may require. An affidavit of the pleader, or his clerk, of the service of any notice to produce, and of the time when it was served, with a copy of the notice to produce, shall in all cases be sufficient evidence of the service of the notice, and of the time when it was served"
"1","SUITS IN GENERAL JURISDICTION OF THE COURTS AND Res Judicata","9","Costs.","If a notice to admit or produce specifies documents which are not necessary, the costs occasioned thereby shall be borne by the party giving such notice. _______ ORDER XIII PRODUCTION, IMPOUNDING AND RETURN OF DOCUMENTS"
"1","SUITS IN GENERAL JURISDICTION OF THE COURTS AND Res Judicata","1","Documentary evidence to be produced at first hearing.","__ (1) The parties or their pleaders shall produce, at the first hearing of the suit, all the documentary evidence of every description in their possession or power, on which they intend to rely, and which has not already been filed in Court, and all documents which the Court has ordered to be produced. (2) The Court shall receive the documents so produced: Provided that they are accompanied by an accurate list thereof prepared in such form as the High Court directs. 1[(3) On production of documents under this rule, the Court may call upon the parties to admit or deny the documents produced in the Court and record their admission or, as the case may be, denial.]"
"1","SUITS IN GENERAL JURISDICTION OF THE COURTS AND Res Judicata","2","Effect of non production of documents.","No documentary evidence in the possession or power of any party which should have been but has not been produced in accordance with the requirements of rule 1 shall be received at any subsequent stage of the proceedings unless good cause is shown to the satisfaction of the Court for the non­production thereof; and the Court receiving any such evidence shall record the reasons for so doing."
"1","SUITS IN GENERAL JURISDICTION OF THE COURTS AND Res Judicata","3","Rejection of irrelevant or inadmissible documents.","The Court may at any stage of the suit reject any document which it considers irrelevant or otherwise inadmissible, recording the ground of such rejection."
"1","SUITS IN GENERAL JURISDICTION OF THE COURTS AND Res Judicata","4","Endorsement on documents admitted in evidence.","__ (1) Subject to the provisions of the next following sub rule, there shall be endorsed on every document which has been admitted in evidence in the suit the following particulars, namely:__ (a) the number and title of the suit, (b) the name of the person producing the document, (c) the date on which it was produced, and (d) a statement of its having been so admitted; and the endorsement shall be signed or initiated by the judge. 1Added by Act XIV of 1994, S.11."
"1","SUITS IN GENERAL JURISDICTION OF THE COURTS AND Res Judicata","5","Endorsements on copies of admitted entries in books, accounts and records.__","(1) Save in so far as is otherwise provided by the Banker's Books Evidence Act, 1891 (XVIII of 1891), where a document admitted in evidence in the suit is an entry in a letter book, or a shop book or other account in current use, the party on whose behalf the book or account is produced may furnish a copy of the entry. (2) Where such a document is an entry in a public record produced from a public office, or by a public officer, or an entry in a book or account belonging to a person other than a party on whose behalf the book, or account is produced, the Court may require a copy of the entry to be furnished__ (a) where the record, book or account is produced on behalf of a party, then by that party, or (b) where the record, book or account is produced in obedience to an order of the Court acting of its own motion, then by either or any party. (3) Where a copy of an entry is furnished under the foregoing provisions of this rule, the Court shall, after causing the copy to be examined, compared and certified in manner mentioned in rule 17 of Order VII, mark the entry and cause he book, account or record in which it occurs to be returned to the person producing it."
"1","SUITS IN GENERAL JURISDICTION OF THE COURTS AND Res Judicata","6","Endorsements on documents rejected as inadmissible in evidence.","Where a document relied on as evidence by either party is considered by the Court to be inadmissible in evidence, there shall be endorsed thereon the particulars mentioned in clauses (a), (b) and (c) of rule 4, sub rule (1) together with a statement of its having been rejected, and the endorsement shall be signed or initialed by the Judge."
"1","SUITS IN GENERAL JURISDICTION OF THE COURTS AND Res Judicata","7","Recording of admitted and return of rejected documents.","__ (1) Every document which has been admitted in evidence or a copy thereof where a copy has been substituted for the original under rule 5, shall form part of the record of the suit. (2) Documents not admitted in evidence shall not form part of the record and shall be returned to the persons respectively producing them."
"1","SUITS IN GENERAL JURISDICTION OF THE COURTS AND Res Judicata","8","Court may order any document to be impounded.","Notwithstanding anything contained in rule 5 or rule 7 of this Order or in rule 17 of Order VII, the Court may, if it sees sufficient cause, direct any document or book produced before it in any suit to be impounded and kept in the custody of an officer of the Court, for such period and subject to such conditions as the Court thinks fit."
"1","SUITS IN GENERAL JURISDICTION OF THE COURTS AND Res Judicata","9","Return of admitted documents.","__ (1) Any person, whether a party to the suit or not, desirous of receiving back any document produced by him in the suit and placed on the record shall, unless the document is impounded under rule 8, be entitled to receive back the same,__ (a) where the suit is one in which an appeal is not allowed, when the suit has been disposed of, and (b) where the suit is one in which an appeal is allowed, when the Court is satisfied that the time for preferring an appeal has elapsed and that no appeal has been"
"1","SUITS IN GENERAL JURISDICTION OF THE COURTS AND Res Judicata","10","Court may send for papers from its own records or from other Courts.","__ (1) The Court may of its own motion, and may in its discretion upon the application of any of the parties to a suit, send for, either from its own records or from any other Court, the record of any other suit or proceeding, and inspect the same. (2) Every application made under this rule shall (unless the Court otherwise directs) be supported by an affidavit showing how the record is material to the suit in which the application is made, and that the applicant cannot without unreasonable delay or expense obtain a duly authenticated copy of the record or of such portion thereof as the applicant requires, or that the production of the original is necessary for the purposes of justice. (3) Nothing contained in this rule shall be deemed to enable the Court to use in evidence any document which under the law of evidence would be inadmissible in the suit."
"1","SUITS IN GENERAL JURISDICTION OF THE COURTS AND Res Judicata","11","Provisions as to documents applied to material objects.","The provisions herein contained as to documents shall, so far as may be, apply to all other material objects producible as evidence. ________ ORDER XIV SETTLEMENT OF ISSUES AND DETERMINATION OF SUIT ON ISSUES OF LAW OR ON ISSUES AGREED UPON"
"1","SUITS IN GENERAL JURISDICTION OF THE COURTS AND Res Judicata","1","Framing of issues.","__ (1) Issues arise when a material proposition of fact or law is affirmed by the one party and denied by the other. (2) Material propositions are those propositions of law or fact which a plaintiff must allege in order to show a right to sue or a defendant must allege in order to constitute his defence. (3) Each material proposition affirmed by one party and denied by the other shall form the subject of a distinct issue. (4) Issues are of two kinds: (a) issues of fact, (b) issues of law. (5) At the first hearing of the suit the Court shall, after reading the plaint and the written statements if any, and after such examination of the parties as may appear necessary, ascertain upon what material propositions of fact or of law the parties are at variance, and shall thereupon proceed to frame and record the issues on which the right decision of the case appears to depend."
"1","SUITS IN GENERAL JURISDICTION OF THE COURTS AND Res Judicata","2","Issue of law and fact.","Where issues both of law and of fact arise in the same suit, and the Court is of opinion that the case or any part thereof may be disposed of on the issues of law only, it shall try those issues first, and for that purpose may, if it thinks fit, postpone the settlement of the issues of fact until after the issues of law have been determined."
"1","SUITS IN GENERAL JURISDICTION OF THE COURTS AND Res Judicata","3","Materials from which issues may be framed.","The Court may frame the issues from all or any of the following materials__ (a) allegations made on oath by the parties, or by any persons present on their behalf, or made by the pleaders of such parties; (b) allegations made in the pleadings or in answers to interrogatories delivered in the suit; (c) the contents of documents produced by either party."
